MaNV,NgayThang,PhongBan,ChucDanh,Cluster,TargetNghiViec
1291,2025-01-01,Operations,Operations Executive,1,1
1294,2025-01-01,Information Technology,Software Engineer,2,0
1295,2025-01-01,Operations,Operations Executive,0,0
1299,2025-01-01,Information Technology,QA Engineer,2,1
1300,2025-01-01,Human Resources,Recruiter,0,0
1301,2025-01-01,Human Resources,HR Manager,1,0
1305,2025-01-01,Marketing,Content Specialist,1,0
1306,2025-01-01,Finance,Financial Analyst,1,1
1307,2025-01-01,Sales,Sales Supervisor,0,0
1308,2025-01-01,Human Resources,HR Executive,1,0
1310,2025-01-01,Marketing,Content Specialist,2,0
1314,2025-01-01,Sales,Sales Executive,2,0
1316,2025-01-01,Finance,Finance Manager,2,0
1317,2025-01-01,Human Resources,HR Executive,0,1
1319,2025-01-01,Human Resources,C&B Specialist,2,0
1320,2025-01-01,Finance,Accountant,3,0
1325,2025-01-01,Information Technology,IT Support,1,0
1327,2025-01-01,Information Technology,Software Engineer,1,0
1329,2025-01-01,Operations,Warehouse Supervisor,1,0
1332,2025-01-01,Information Technology,IT Support,0,0
1337,2025-01-01,Information Technology,IT Support,0,0
1341,2025-01-01,Information Technology,Data Analyst,1,0
1343,2025-01-01,Sales,Sales Representative,2,1
1347,2025-01-01,Operations,Procurement Specialist,0,0
1348,2025-01-01,Finance,Finance Manager,1,1
1349,2025-01-01,Information Technology,Software Engineer,1,0
1352,2025-01-01,Marketing,Marketing Manager,2,0
1356,2025-01-01,Information Technology,System Administrator,1,0
1360,2025-01-01,Marketing,Marketing Executive,1,0
1361,2025-01-01,Finance,Finance Manager,1,0
1362,2025-01-01,Finance,Financial Analyst,1,0
1365,2025-01-01,Finance,Financial Analyst,2,0
1366,2025-01-01,Operations,Warehouse Supervisor,0,0
1372,2025-01-01,Marketing,Content Specialist,3,0
1375,2025-01-01,Finance,Finance Manager,1,0
1376,2025-01-01,Sales,Sales Representative,0,0
1380,2025-01-01,Marketing,Digital Marketing Specialist,2,0
1383,2025-01-01,Sales,Sales Supervisor,1,0
1386,2025-01-01,Marketing,Digital Marketing Specialist,1,1
1388,2025-01-01,Marketing,Digital Marketing Specialist,3,0
1392,2025-01-01,Finance,Financial Analyst,0,0
1393,2025-01-01,Sales,Sales Supervisor,0,0
1394,2025-01-01,Marketing,Content Specialist,1,0
1395,2025-01-01,Human Resources,HR Manager,1,0
1397,2025-01-01,Finance,Accountant,1,0
1398,2025-01-01,Operations,Warehouse Supervisor,1,0
1399,2025-01-01,Finance,Finance Manager,3,0
1402,2025-01-01,Marketing,Digital Marketing Specialist,1,0
1404,2025-01-01,Finance,Finance Manager,2,0
1406,2025-01-01,Sales,Sales Supervisor,1,0
1407,2025-01-01,Operations,Operations Manager,1,0
1410,2025-01-01,Information Technology,IT Support,2,0
1412,2025-01-01,Sales,Account Manager,1,0
1413,2025-01-01,Human Resources,HR Manager,2,0
1415,2025-01-01,Sales,Sales Executive,2,0
1418,2025-01-01,Marketing,Marketing Executive,1,0
1421,2025-01-01,Marketing,Content Specialist,2,1
1425,2025-01-01,Human Resources,HR Executive,2,0
1428,2025-01-01,Sales,Sales Supervisor,0,1
1429,2025-01-01,Information Technology,IT Support,0,0
1430,2025-01-01,Operations,Warehouse Supervisor,1,0
1431,2025-01-01,Finance,Internal Auditor,1,0
1432,2025-01-01,Sales,Sales Supervisor,1,0
1433,2025-01-01,Finance,Internal Auditor,0,0
1434,2025-01-01,Marketing,Content Specialist,1,1
1437,2025-01-01,Marketing,Content Specialist,1,0
1438,2025-01-01,Information Technology,QA Engineer,1,0
1439,2025-01-01,Information Technology,Software Engineer,1,1
1443,2025-01-01,Finance,Internal Auditor,1,0
1446,2025-01-01,Operations,Operations Executive,0,0
1448,2025-01-01,Human Resources,HR Executive,1,0
1450,2025-01-01,Operations,Warehouse Supervisor,0,0
1453,2025-01-01,Finance,Internal Auditor,1,0
1456,2025-01-01,Sales,Sales Representative,2,0
1457,2025-01-01,Human Resources,Recruiter,2,0
1460,2025-01-01,Human Resources,Recruiter,1,0
1461,2025-01-01,Human Resources,HR Manager,0,1
1462,2025-01-01,Operations,Operations Manager,0,1
1464,2025-01-01,Information Technology,System Administrator,1,0
1465,2025-01-01,Information Technology,QA Engineer,2,1
1466,2025-01-01,Information Technology,IT Support,0,0
1470,2025-01-01,Marketing,Marketing Executive,0,0
1474,2025-01-01,Marketing,Marketing Executive,2,0
1475,2025-01-01,Finance,Accountant,1,0
1478,2025-01-01,Marketing,Content Specialist,0,0
1479,2025-01-01,Sales,Sales Supervisor,1,0
1480,2025-01-01,Human Resources,C&B Specialist,2,0
1481,2025-01-01,Information Technology,System Administrator,1,0
1482,2025-01-01,Human Resources,HR Manager,1,0
1484,2025-01-01,Information Technology,System Administrator,1,0
1486,2025-01-01,Operations,Operations Executive,0,0
1490,2025-01-01,Finance,Accountant,1,0
1491,2025-01-01,Sales,Sales Supervisor,1,0
1493,2025-01-01,Human Resources,C&B Specialist,1,0
1496,2025-01-01,Human Resources,HR Manager,3,0
1498,2025-01-01,Finance,Finance Manager,1,0
1499,2025-01-01,Marketing,Marketing Executive,0,0
1500,2025-01-01,Finance,Financial Analyst,2,0
1506,2025-01-01,Marketing,Marketing Manager,1,0
1508,2025-01-01,Marketing,Digital Marketing Specialist,2,0
1509,2025-01-01,Operations,Operations Executive,1,0
1511,2025-01-01,Operations,Procurement Specialist,1,0
1512,2025-01-01,Human Resources,HR Manager,0,0
1513,2025-01-01,Marketing,Marketing Manager,1,0
1516,2025-01-01,Information Technology,System Administrator,2,0
1517,2025-01-01,Operations,Procurement Specialist,1,0
1519,2025-01-01,Finance,Accountant,0,1
1523,2025-01-01,Sales,Sales Supervisor,1,0
1525,2025-01-01,Operations,Procurement Specialist,1,0
1526,2025-01-01,Information Technology,Software Engineer,1,0
1528,2025-01-01,Marketing,Digital Marketing Specialist,3,0
1529,2025-01-01,Human Resources,C&B Specialist,3,0
1530,2025-01-01,Marketing,Marketing Executive,1,0
1532,2025-01-01,Human Resources,Recruiter,1,0
1535,2025-01-01,Sales,Account Manager,0,0
1536,2025-01-01,Sales,Sales Executive,2,1
1537,2025-01-01,Marketing,Digital Marketing Specialist,0,0
1540,2025-01-01,Information Technology,System Administrator,3,0
1542,2025-01-01,Human Resources,HR Executive,2,1
1543,2025-01-01,Sales,Sales Executive,0,0
1546,2025-01-01,Marketing,Digital Marketing Specialist,2,1
1547,2025-01-01,Operations,Warehouse Supervisor,1,0
1548,2025-01-01,Finance,Finance Manager,2,0
1550,2025-01-01,Marketing,Content Specialist,1,0
1557,2025-01-01,Finance,Internal Auditor,0,0
1559,2025-01-01,Operations,Operations Manager,1,0
1560,2025-01-01,Finance,Internal Auditor,3,1
1562,2025-01-01,Human Resources,C&B Specialist,1,1
1564,2025-01-01,Sales,Account Manager,1,0
1565,2025-01-01,Marketing,Content Specialist,1,0
1568,2025-01-01,Finance,Internal Auditor,2,1
1570,2025-01-01,Information Technology,Software Engineer,1,0
1571,2025-01-01,Finance,Financial Analyst,0,0
1576,2025-01-01,Operations,Warehouse Supervisor,0,0
1579,2025-01-01,Operations,Operations Executive,1,0
1581,2025-01-01,Information Technology,System Administrator,2,0
1584,2025-01-01,Finance,Financial Analyst,1,0
1585,2025-01-01,Sales,Sales Representative,2,0
1586,2025-01-01,Marketing,Digital Marketing Specialist,2,0
1589,2025-01-01,Information Technology,IT Support,0,0
1590,2025-01-01,Finance,Internal Auditor,3,1
1591,2025-01-01,Finance,Finance Manager,1,1
1592,2025-01-01,Marketing,Marketing Manager,1,1
1593,2025-01-01,Sales,Sales Executive,2,1
1598,2025-01-01,Marketing,Digital Marketing Specialist,0,0
1600,2025-01-01,Human Resources,HR Manager,1,1
1603,2025-01-01,Information Technology,Data Analyst,1,1
1604,2025-01-01,Human Resources,HR Manager,2,0
1605,2025-01-01,Information Technology,System Administrator,3,0
1611,2025-01-01,Finance,Financial Analyst,0,0
1612,2025-01-01,Information Technology,Data Analyst,1,0
1618,2025-01-01,Information Technology,System Administrator,2,0
1620,2025-01-01,Sales,Sales Executive,1,0
1621,2025-01-01,Information Technology,Software Engineer,0,0
1623,2025-01-01,Human Resources,HR Manager,2,0
1624,2025-01-01,Sales,Sales Representative,1,0
1629,2025-01-01,Human Resources,Recruiter,1,0
1630,2025-01-01,Information Technology,Software Engineer,0,0
1631,2025-01-01,Finance,Financial Analyst,1,0
1636,2025-01-01,Marketing,Marketing Manager,0,0
1639,2025-01-01,Operations,Procurement Specialist,1,0
1640,2025-01-01,Marketing,Marketing Executive,2,0
1642,2025-01-01,Marketing,Marketing Manager,1,0
1643,2025-01-01,Finance,Financial Analyst,1,0
1645,2025-01-01,Marketing,Marketing Manager,1,0
1646,2025-01-01,Human Resources,C&B Specialist,1,0
1647,2025-01-01,Human Resources,HR Executive,1,0
1648,2025-01-01,Information Technology,QA Engineer,1,0
1649,2025-01-01,Finance,Finance Manager,2,0
1651,2025-01-01,Human Resources,HR Manager,1,0
1655,2025-01-01,Operations,Warehouse Supervisor,1,0
1657,2025-01-01,Information Technology,Software Engineer,1,0
1659,2025-01-01,Operations,Operations Manager,3,0
1663,2025-01-01,Operations,Operations Executive,1,0
1665,2025-01-01,Information Technology,IT Support,1,0
1670,2025-01-01,Human Resources,C&B Specialist,3,1
1673,2025-01-01,Human Resources,Recruiter,2,1
1676,2025-01-01,Sales,Account Manager,0,0
1678,2025-01-01,Operations,Operations Executive,1,0
1679,2025-01-01,Information Technology,System Administrator,1,0
1680,2025-01-01,Information Technology,Data Analyst,1,1
1684,2025-01-01,Human Resources,HR Manager,1,0
1686,2025-01-01,Marketing,Content Specialist,0,0
1687,2025-01-01,Marketing,Marketing Manager,2,0
1688,2025-01-01,Operations,Operations Executive,0,0
1692,2025-01-01,Human Resources,HR Executive,1,0
1694,2025-01-01,Sales,Sales Supervisor,0,0
1698,2025-01-01,Finance,Accountant,1,0
1699,2025-01-01,Finance,Internal Auditor,2,0
1701,2025-01-01,Sales,Sales Representative,1,0
1703,2025-01-01,Operations,Procurement Specialist,1,0
1705,2025-01-01,Information Technology,Data Analyst,0,0
1708,2025-01-01,Information Technology,Software Engineer,1,0
1709,2025-01-01,Marketing,Marketing Manager,1,1
1711,2025-01-01,Information Technology,IT Support,1,0
1717,2025-01-01,Sales,Sales Representative,1,1
1718,2025-01-01,Sales,Account Manager,0,0
1727,2025-01-01,Sales,Sales Representative,2,0
1728,2025-01-01,Sales,Account Manager,0,1
1729,2025-01-01,Information Technology,Data Analyst,2,0
1730,2025-01-01,Sales,Sales Representative,1,0
1731,2025-01-01,Human Resources,Recruiter,3,0
1733,2025-01-01,Sales,Sales Representative,0,0
1734,2025-01-01,Sales,Sales Supervisor,1,0
1743,2025-01-01,Marketing,Marketing Manager,2,0
1745,2025-01-01,Finance,Accountant,2,0
1747,2025-01-01,Marketing,Marketing Executive,0,0
1749,2025-01-01,Marketing,Digital Marketing Specialist,0,0
1751,2025-01-01,Human Resources,HR Executive,3,0
1752,2025-01-01,Marketing,Marketing Manager,1,0
1760,2025-01-01,Human Resources,C&B Specialist,0,0
1761,2025-01-01,Marketing,Marketing Manager,1,0
1762,2025-01-01,Operations,Operations Manager,3,0
1764,2025-01-01,Human Resources,HR Manager,1,0
1765,2025-01-01,Sales,Sales Executive,1,0
1767,2025-01-01,Marketing,Marketing Executive,1,0
1768,2025-01-01,Operations,Warehouse Supervisor,1,1
1771,2025-01-01,Marketing,Marketing Executive,1,1
1773,2025-01-01,Human Resources,HR Manager,2,0
1774,2025-01-01,Marketing,Content Specialist,1,0
1775,2025-01-01,Sales,Account Manager,3,0
1778,2025-01-01,Information Technology,Data Analyst,1,0
1781,2025-01-01,Operations,Warehouse Supervisor,0,0
1787,2025-01-01,Information Technology,IT Support,0,1
1790,2025-01-01,Information Technology,Software Engineer,1,1
1792,2025-01-01,Information Technology,Software Engineer,2,0
1796,2025-01-01,Operations,Operations Manager,1,0
1798,2025-01-01,Sales,Sales Executive,2,0
1799,2025-01-01,Finance,Finance Manager,1,0
1802,2025-01-01,Marketing,Marketing Executive,0,1
1805,2025-01-01,Human Resources,Recruiter,1,1
1808,2025-01-01,Marketing,Content Specialist,1,0
1815,2025-01-01,Marketing,Marketing Executive,1,0
1818,2025-01-01,Information Technology,Software Engineer,1,0
1820,2025-01-01,Information Technology,QA Engineer,1,0
1824,2025-01-01,Finance,Internal Auditor,0,0
1829,2025-01-01,Information Technology,IT Support,0,0
1833,2025-01-01,Finance,Finance Manager,1,0
1837,2025-01-01,Marketing,Content Specialist,0,1
1838,2025-01-01,Information Technology,IT Support,2,0
1839,2025-01-01,Human Resources,HR Executive,1,0
1843,2025-01-01,Marketing,Marketing Executive,0,0
1847,2025-01-01,Sales,Sales Supervisor,0,0
1848,2025-01-01,Finance,Finance Manager,3,1
1850,2025-01-01,Sales,Sales Supervisor,0,1
1851,2025-01-01,Information Technology,Software Engineer,1,1
1852,2025-01-01,Sales,Sales Representative,1,0
1854,2025-01-01,Information Technology,QA Engineer,3,0
1857,2025-01-01,Sales,Sales Representative,2,0
1859,2025-01-01,Information Technology,Data Analyst,1,0
1861,2025-01-01,Information Technology,Software Engineer,1,0
1865,2025-01-01,Marketing,Marketing Executive,3,1
1872,2025-01-01,Sales,Sales Representative,2,0
1875,2025-01-01,Sales,Sales Executive,1,1
1878,2025-01-01,Information Technology,System Administrator,1,0
1883,2025-01-01,Finance,Accountant,0,0
1884,2025-01-01,Sales,Account Manager,1,0
1886,2025-01-01,Information Technology,System Administrator,0,0
1887,2025-01-01,Marketing,Marketing Executive,1,0
1889,2025-01-01,Information Technology,QA Engineer,0,0
1891,2025-01-01,Finance,Internal Auditor,1,0
1892,2025-01-01,Sales,Sales Executive,0,0
1894,2025-01-01,Finance,Financial Analyst,1,0
1895,2025-01-01,Information Technology,Data Analyst,0,0
1900,2025-01-01,Information Technology,System Administrator,2,0
1901,2025-01-01,Finance,Internal Auditor,1,0
1903,2025-01-01,Finance,Financial Analyst,1,0
1905,2025-01-01,Finance,Financial Analyst,2,1
1906,2025-01-01,Information Technology,Software Engineer,1,0
1909,2025-01-01,Marketing,Marketing Executive,1,0
1910,2025-01-01,Information Technology,IT Support,1,0
1912,2025-01-01,Operations,Operations Manager,1,1
1914,2025-01-01,Marketing,Marketing Executive,1,0
1916,2025-01-01,Information Technology,QA Engineer,2,0
1917,2025-01-01,Human Resources,HR Executive,2,0
1919,2025-01-01,Human Resources,Recruiter,0,0
1921,2025-01-01,Sales,Sales Executive,2,0
1922,2025-01-01,Marketing,Marketing Manager,0,0
1923,2025-01-01,Sales,Account Manager,0,0
1924,2025-01-01,Marketing,Content Specialist,1,0
1926,2025-01-01,Human Resources,HR Manager,1,0
1927,2025-01-01,Marketing,Content Specialist,1,1
1930,2025-01-01,Sales,Account Manager,0,0
1931,2025-01-01,Information Technology,IT Support,1,0
1934,2025-01-01,Human Resources,HR Executive,2,0
1935,2025-01-01,Finance,Accountant,3,1
1937,2025-01-01,Finance,Finance Manager,1,0
1938,2025-01-01,Sales,Account Manager,0,0
1939,2025-01-01,Human Resources,HR Executive,1,1
1940,2025-01-01,Operations,Operations Executive,0,1
1942,2025-01-01,Information Technology,IT Support,2,0
1943,2025-01-01,Sales,Account Manager,1,0
1946,2025-01-01,Operations,Operations Manager,1,0
1949,2025-01-01,Finance,Finance Manager,0,1
1950,2025-01-01,Sales,Sales Supervisor,1,0
1951,2025-01-01,Operations,Warehouse Supervisor,2,0
1954,2025-01-01,Operations,Operations Manager,3,0
1955,2025-01-01,Finance,Internal Auditor,0,0
1956,2025-01-01,Human Resources,HR Executive,1,0
1958,2025-01-01,Sales,Sales Representative,3,0
1962,2025-01-01,Operations,Operations Manager,1,1
1964,2025-01-01,Sales,Sales Supervisor,1,1
1965,2025-01-01,Marketing,Marketing Manager,1,0
1966,2025-01-01,Finance,Financial Analyst,0,0
1967,2025-01-01,Information Technology,IT Support,0,0
1968,2025-01-01,Human Resources,HR Executive,0,0
1969,2025-01-01,Human Resources,Recruiter,2,0
1970,2025-01-01,Sales,Sales Representative,1,0
1971,2025-01-01,Marketing,Digital Marketing Specialist,2,0
1973,2025-01-01,Marketing,Digital Marketing Specialist,1,0
1974,2025-01-01,Human Resources,HR Manager,1,0
1975,2025-01-01,Operations,Warehouse Supervisor,1,1
1976,2025-01-01,Human Resources,Recruiter,0,0
1977,2025-01-01,Operations,Procurement Specialist,1,0
1979,2025-01-01,Human Resources,HR Manager,1,0
1980,2025-01-01,Sales,Sales Representative,2,1
1983,2025-01-01,Finance,Internal Auditor,1,0
1984,2025-01-01,Human Resources,HR Manager,3,0
1986,2025-01-01,Marketing,Marketing Executive,0,0
1987,2025-01-01,Sales,Sales Executive,1,0
1990,2025-01-01,Operations,Operations Executive,2,0
1992,2025-01-01,Information Technology,IT Support,2,0
1993,2025-01-01,Human Resources,Recruiter,1,0
1994,2025-01-01,Sales,Sales Representative,1,0
1997,2025-01-01,Sales,Sales Representative,0,0
2000,2025-01-01,Information Technology,Data Analyst,3,0
2001,2025-01-01,Human Resources,C&B Specialist,3,0
2003,2025-01-01,Finance,Finance Manager,1,0
2005,2025-01-01,Marketing,Marketing Manager,0,0
2007,2025-01-01,Sales,Sales Supervisor,0,0
2008,2025-01-01,Human Resources,Recruiter,0,0
2009,2025-01-01,Sales,Sales Executive,2,0
2011,2025-01-01,Marketing,Marketing Manager,1,0
2013,2025-01-01,Marketing,Marketing Manager,1,0
2019,2025-01-01,Human Resources,C&B Specialist,0,0
2024,2025-01-01,Human Resources,HR Executive,3,0
2025,2025-01-01,Information Technology,System Administrator,1,0
2027,2025-01-01,Finance,Finance Manager,1,0
2029,2025-01-01,Information Technology,System Administrator,3,0
2030,2025-01-01,Finance,Finance Manager,1,0
2031,2025-01-01,Human Resources,HR Executive,1,0
2033,2025-01-01,Information Technology,Data Analyst,1,0
2037,2025-01-01,Information Technology,Software Engineer,1,0
2041,2025-01-01,Information Technology,IT Support,1,0
2043,2025-01-01,Marketing,Content Specialist,2,1
2049,2025-01-01,Operations,Warehouse Supervisor,1,0
2050,2025-01-01,Finance,Financial Analyst,1,0
2052,2025-01-01,Marketing,Content Specialist,2,0
2053,2025-01-01,Finance,Accountant,1,0
2055,2025-01-01,Marketing,Marketing Executive,0,0
2056,2025-01-01,Marketing,Marketing Manager,0,0
2057,2025-01-01,Operations,Procurement Specialist,1,0
2059,2025-01-01,Sales,Sales Executive,1,0
2064,2025-01-01,Operations,Operations Executive,1,0
2065,2025-01-01,Finance,Financial Analyst,1,0
2067,2025-01-01,Human Resources,HR Executive,3,0
2069,2025-01-01,Finance,Finance Manager,2,0
2071,2025-01-01,Information Technology,System Administrator,1,0
2073,2025-01-01,Sales,Sales Executive,1,0
2078,2025-01-01,Operations,Operations Executive,0,1
2080,2025-01-01,Operations,Warehouse Supervisor,1,0
2083,2025-01-01,Information Technology,Software Engineer,2,0
2084,2025-01-01,Operations,Warehouse Supervisor,1,0
2089,2025-01-01,Sales,Sales Representative,1,0
2096,2025-01-01,Operations,Operations Executive,3,1
2098,2025-01-01,Marketing,Marketing Executive,0,0
2099,2025-01-01,Operations,Warehouse Supervisor,3,0
2101,2025-01-01,Sales,Account Manager,3,0
2102,2025-01-01,Sales,Sales Representative,2,0
2103,2025-01-01,Sales,Account Manager,0,0
2106,2025-01-01,Information Technology,Data Analyst,3,0
2107,2025-01-01,Human Resources,Recruiter,1,0
2109,2025-01-01,Information Technology,Software Engineer,1,0
