MaNV,NgayThang,Nam,PhongBan,ChucDanh,CapBacCongViec,Tuoi,KhoangCachTuNha,SoLuongDuAn,SoGioTrungBinhThang,LamThemGio,DiemDanhGiaHieuSuat,DiemHaiLongCongViec,DiemHaiLongMoiTruong,ThuNhapThang,SoNamTaiCongTy,SoNamTuLanThangChucCuoi,DuocThangChucNamTruoc,ThucTeNghiViec,XacSuatNghiViec,DiemNguyCo,DuDoanNghiViec,NguongDuDoan,MucRuiRo,ThuTuRuiRo,LaRuiRoCao,XepHangNguyCo,PhanViNguyCo,MoHinh,PhienBanMoHinh
257,2025-01-01,2025,Sales,Sales Executive,1,28,34,3,146,False,4,3,2,11899000,1,1,False,0,0.11505762607521601,11.51,0,0.16908819344089202,Trung bình,2,0,2593,41.5,Random Forest,RF_2025_V1
259,2025-01-01,2025,Sales,Sales Representative,2,27,27,4,176,True,4,2,4,17618000,4,1,False,0,0.19852781604644926,19.85,1,0.16908819344089202,Cao,3,1,1149,74.09,Random Forest,RF_2025_V1
262,2025-01-01,2025,Operations,Operations Manager,2,31,13,2,163,False,5,3,2,14543000,1,0,True,1,0.11277935746418237,11.28,0,0.16908819344089202,Trung bình,2,0,2664,39.9,Random Forest,RF_2025_V1
268,2025-01-01,2025,Information Technology,QA Engineer,2,34,31,3,167,False,4,2,3,15646000,6,0,True,0,0.13510100397086583,13.51,0,0.16908819344089202,Trung bình,2,0,2108,52.45,Random Forest,RF_2025_V1
272,2025-01-01,2025,Sales,Account Manager,3,47,9,2,159,False,4,2,2,48170000,15,15,False,0,0.20906166152386282,20.91,1,0.16908819344089202,Cao,3,1,1046,76.42,Random Forest,RF_2025_V1
273,2025-01-01,2025,Human Resources,Recruiter,3,34,26,3,186,False,3,1,4,26398000,4,1,False,0,0.10629081353003894,10.63,0,0.16908819344089202,Trung bình,2,0,2860,35.48,Random Forest,RF_2025_V1
275,2025-01-01,2025,Information Technology,IT Support,2,27,2,1,171,False,3,3,4,18682000,2,2,False,0,0.05907446734866055,5.91,0,0.16908819344089202,Thấp,1,0,4320,2.53,Random Forest,RF_2025_V1
277,2025-01-01,2025,Operations,Operations Manager,4,47,11,3,177,False,1,2,1,41165000,10,1,False,0,0.16499180206834574,16.5,0,0.16908819344089202,Trung bình,2,0,1542,65.22,Random Forest,RF_2025_V1
278,2025-01-01,2025,Marketing,Marketing Manager,2,36,8,5,191,False,4,3,3,29675000,8,8,False,0,0.0648030884822687,6.48,0,0.16908819344089202,Thấp,1,0,4157,6.21,Random Forest,RF_2025_V1
282,2025-01-01,2025,Marketing,Marketing Manager,1,25,5,1,166,False,4,3,2,10661000,1,1,False,0,0.11311551205685962,11.31,0,0.16908819344089202,Trung bình,2,0,2655,40.1,Random Forest,RF_2025_V1
284,2025-01-01,2025,Finance,Finance Manager,2,42,13,3,193,False,4,2,4,27376000,13,13,False,0,0.13618763853681537,13.62,0,0.16908819344089202,Trung bình,2,0,2082,53.04,Random Forest,RF_2025_V1
285,2025-01-01,2025,Finance,Financial Analyst,4,35,21,2,216,True,3,1,4,60336000,5,5,False,0,0.24443431778074076,24.44,1,0.16908819344089202,Cao,3,1,706,84.09,Random Forest,RF_2025_V1
286,2025-01-01,2025,Sales,Account Manager,2,40,40,4,189,False,3,4,4,24435000,8,8,False,0,0.0728043681517763,7.28,0,0.16908819344089202,Thấp,1,0,3905,11.89,Random Forest,RF_2025_V1
288,2025-01-01,2025,Sales,Sales Executive,1,51,34,4,224,False,4,3,3,11554000,2,2,False,0,0.1001351659916605,10.01,0,0.16908819344089202,Thấp,1,0,2996,32.41,Random Forest,RF_2025_V1
289,2025-01-01,2025,Human Resources,Recruiter,2,27,1,3,188,False,3,2,4,18920000,4,4,False,0,0.13507550797655113,13.51,0,0.16908819344089202,Trung bình,2,0,2111,52.38,Random Forest,RF_2025_V1
290,2025-01-01,2025,Information Technology,QA Engineer,1,43,32,3,224,True,4,2,3,9616000,2,2,False,1,0.3064739164792241,30.65,1,0.16908819344089202,Cao,3,1,305,93.14,Random Forest,RF_2025_V1
296,2025-01-01,2025,Finance,Financial Analyst,1,48,16,3,182,False,2,4,4,10193000,1,1,False,0,0.07011689847738914,7.01,0,0.16908819344089202,Thấp,1,0,3992,9.93,Random Forest,RF_2025_V1
298,2025-01-01,2025,Human Resources,HR Manager,2,39,12,4,215,False,4,2,1,16618000,9,3,False,0,0.16214916202685803,16.21,0,0.16908819344089202,Trung bình,2,0,1582,64.32,Random Forest,RF_2025_V1
299,2025-01-01,2025,Marketing,Marketing Manager,3,25,36,4,169,False,4,4,1,24425000,2,2,False,0,0.08269670050434927,8.27,0,0.16908819344089202,Thấp,1,0,3497,21.1,Random Forest,RF_2025_V1
302,2025-01-01,2025,Operations,Operations Manager,1,34,27,1,218,True,3,1,4,12746000,5,5,False,1,0.2634385859695797,26.34,1,0.16908819344089202,Cao,3,1,553,87.54,Random Forest,RF_2025_V1
304,2025-01-01,2025,Information Technology,Data Analyst,1,44,37,1,209,False,5,4,3,10820000,15,15,False,0,0.10283191232333226,10.28,0,0.16908819344089202,Trung bình,2,0,2923,34.06,Random Forest,RF_2025_V1
309,2025-01-01,2025,Operations,Operations Executive,2,35,9,2,188,True,3,2,1,14173000,2,2,False,1,0.25496135523549834,25.5,1,0.16908819344089202,Cao,3,1,608,86.3,Random Forest,RF_2025_V1
310,2025-01-01,2025,Marketing,Content Specialist,2,51,5,1,194,True,2,2,3,19510000,1,1,False,0,0.22601506476796904,22.6,1,0.16908819344089202,Cao,3,1,859,80.64,Random Forest,RF_2025_V1
311,2025-01-01,2025,Marketing,Marketing Manager,1,40,1,1,198,True,5,3,3,17073000,10,10,False,0,0.16189438928743893,16.19,0,0.16908819344089202,Trung bình,2,0,1589,64.16,Random Forest,RF_2025_V1
314,2025-01-01,2025,Human Resources,Recruiter,4,39,1,5,204,False,4,4,1,38364000,3,2,False,0,0.09369808929203266,9.37,0,0.16908819344089202,Thấp,1,0,3145,29.05,Random Forest,RF_2025_V1
321,2025-01-01,2025,Information Technology,System Administrator,1,46,14,4,182,False,4,2,4,12792000,3,3,False,0,0.08618463156487909,8.62,0,0.16908819344089202,Thấp,1,0,3384,23.65,Random Forest,RF_2025_V1
323,2025-01-01,2025,Operations,Warehouse Supervisor,2,47,22,8,244,False,4,1,4,19004000,1,1,False,0,0.23098314764389546,23.1,1,0.16908819344089202,Cao,3,1,822,81.47,Random Forest,RF_2025_V1
330,2025-01-01,2025,Information Technology,System Administrator,1,32,8,1,178,True,4,3,3,7445000,1,1,False,0,0.13017467043204636,13.02,0,0.16908819344089202,Trung bình,2,0,2240,49.47,Random Forest,RF_2025_V1
331,2025-01-01,2025,Marketing,Marketing Executive,3,51,31,5,219,True,4,3,4,31720000,5,5,False,0,0.19676752256936805,19.68,1,0.16908819344089202,Cao,3,1,1168,73.66,Random Forest,RF_2025_V1
332,2025-01-01,2025,Operations,Operations Manager,5,40,34,6,210,False,4,4,4,101368000,10,0,True,0,0.0950090081693984,9.5,0,0.16908819344089202,Thấp,1,0,3113,29.77,Random Forest,RF_2025_V1
335,2025-01-01,2025,Information Technology,Data Analyst,3,30,16,2,154,False,3,3,2,28514000,3,3,False,0,0.08896026812791043,8.9,0,0.16908819344089202,Thấp,1,0,3294,25.68,Random Forest,RF_2025_V1
338,2025-01-01,2025,Marketing,Marketing Manager,3,34,34,4,192,True,4,4,4,32414000,2,2,False,0,0.10764948028669936,10.76,0,0.16908819344089202,Trung bình,2,0,2822,36.33,Random Forest,RF_2025_V1
339,2025-01-01,2025,Finance,Finance Manager,2,55,30,4,209,False,2,1,2,17405000,1,1,False,0,0.1589174391034279,15.89,0,0.16908819344089202,Trung bình,2,0,1640,63.01,Random Forest,RF_2025_V1
341,2025-01-01,2025,Information Technology,Data Analyst,2,55,19,2,173,False,2,3,4,17686000,8,4,False,0,0.08122130601275906,8.12,0,0.16908819344089202,Thấp,1,0,3561,19.66,Random Forest,RF_2025_V1
346,2025-01-01,2025,Sales,Sales Supervisor,4,54,12,6,245,True,3,3,3,43465000,1,1,False,0,0.23256234108070586,23.26,1,0.16908819344089202,Cao,3,1,806,81.83,Random Forest,RF_2025_V1
347,2025-01-01,2025,Marketing,Digital Marketing Specialist,2,41,30,1,170,False,5,4,3,23711000,4,4,False,0,0.062247816324124856,6.22,0,0.16908819344089202,Thấp,1,0,4238,4.38,Random Forest,RF_2025_V1
351,2025-01-01,2025,Finance,Financial Analyst,1,52,38,6,238,True,3,3,1,12840000,3,3,False,0,0.30739967373067556,30.74,1,0.16908819344089202,Cao,3,1,302,93.21,Random Forest,RF_2025_V1
353,2025-01-01,2025,Sales,Sales Executive,1,50,17,2,163,False,3,3,3,9922000,4,4,False,0,0.07098084964153868,7.1,0,0.16908819344089202,Thấp,1,0,3967,10.49,Random Forest,RF_2025_V1
354,2025-01-01,2025,Sales,Sales Representative,4,32,34,3,198,True,3,4,4,36710000,1,1,False,0,0.12606919750127377,12.61,0,0.16908819344089202,Trung bình,2,0,2315,47.78,Random Forest,RF_2025_V1
356,2025-01-01,2025,Information Technology,Data Analyst,2,25,1,5,179,False,3,4,2,25328000,5,5,False,0,0.12493808316644434,12.49,0,0.16908819344089202,Trung bình,2,0,2339,47.24,Random Forest,RF_2025_V1
365,2025-01-01,2025,Information Technology,Software Engineer,1,31,38,4,155,False,4,1,4,8990000,1,1,False,0,0.10115434669907356,10.12,0,0.16908819344089202,Trung bình,2,0,2970,32.99,Random Forest,RF_2025_V1
366,2025-01-01,2025,Operations,Operations Executive,1,38,5,2,188,False,3,1,3,12581000,2,2,False,0,0.09801566321140334,9.8,0,0.16908819344089202,Thấp,1,0,3049,31.21,Random Forest,RF_2025_V1
367,2025-01-01,2025,Marketing,Content Specialist,2,30,31,5,241,True,5,3,2,13281000,1,1,False,0,0.24523339794824936,24.52,1,0.16908819344089202,Cao,3,1,697,84.29,Random Forest,RF_2025_V1
368,2025-01-01,2025,Operations,Warehouse Supervisor,2,35,32,3,185,False,2,2,4,22004000,4,4,False,0,0.1406190418038509,14.06,0,0.16908819344089202,Trung bình,2,0,1966,55.65,Random Forest,RF_2025_V1
371,2025-01-01,2025,Marketing,Content Specialist,2,39,16,3,201,False,3,4,2,22136000,8,8,False,0,0.10371378765353041,10.37,0,0.16908819344089202,Trung bình,2,0,2905,34.46,Random Forest,RF_2025_V1
372,2025-01-01,2025,Finance,Financial Analyst,5,37,14,2,203,True,3,4,3,73426000,13,5,False,0,0.17212612904015798,17.21,1,0.16908819344089202,Cao,3,1,1451,67.28,Random Forest,RF_2025_V1
374,2025-01-01,2025,Sales,Sales Representative,1,37,19,1,174,False,5,2,1,13543000,6,6,False,0,0.16920573303252737,16.92,1,0.16908819344089202,Cao,3,1,1489,66.42,Random Forest,RF_2025_V1
378,2025-01-01,2025,Human Resources,HR Executive,5,54,28,5,195,False,3,3,3,65904000,13,2,False,0,0.07686623513684748,7.69,0,0.16908819344089202,Thấp,1,0,3752,15.35,Random Forest,RF_2025_V1
379,2025-01-01,2025,Finance,Internal Auditor,2,34,35,3,161,False,3,3,4,19328000,12,1,False,0,0.06373020838162781,6.37,0,0.16908819344089202,Thấp,1,0,4195,5.35,Random Forest,RF_2025_V1
380,2025-01-01,2025,Finance,Financial Analyst,3,28,21,7,217,False,4,2,3,25653000,2,2,False,0,0.15313313816430163,15.31,0,0.16908819344089202,Trung bình,2,0,1733,60.91,Random Forest,RF_2025_V1
384,2025-01-01,2025,Human Resources,Recruiter,1,31,40,2,196,True,4,2,2,10299000,1,1,False,0,0.24088693283853282,24.09,1,0.16908819344089202,Cao,3,1,728,83.59,Random Forest,RF_2025_V1
385,2025-01-01,2025,Operations,Warehouse Supervisor,2,49,27,3,205,True,3,4,3,16965000,14,5,False,0,0.1830905187664161,18.31,1,0.16908819344089202,Cao,3,1,1302,70.64,Random Forest,RF_2025_V1
387,2025-01-01,2025,Operations,Warehouse Supervisor,3,44,14,3,177,False,3,3,4,27113000,2,2,False,0,0.06501643297299843,6.5,0,0.16908819344089202,Thấp,1,0,4148,6.41,Random Forest,RF_2025_V1
388,2025-01-01,2025,Human Resources,HR Manager,2,50,24,5,205,False,3,4,3,17535000,3,3,False,0,0.0635146148740233,6.35,0,0.16908819344089202,Thấp,1,0,4198,5.28,Random Forest,RF_2025_V1
389,2025-01-01,2025,Marketing,Content Specialist,2,51,11,2,216,True,3,3,3,28689000,6,6,False,0,0.15182236109102162,15.18,0,0.16908819344089202,Trung bình,2,0,1755,60.42,Random Forest,RF_2025_V1
391,2025-01-01,2025,Information Technology,IT Support,4,26,21,3,230,False,3,4,1,44246000,3,0,True,0,0.17964599931484915,17.96,1,0.16908819344089202,Cao,3,1,1340,69.78,Random Forest,RF_2025_V1
394,2025-01-01,2025,Finance,Financial Analyst,3,30,1,5,230,True,2,4,4,37654000,2,2,False,0,0.2213258930263566,22.13,1,0.16908819344089202,Cao,3,1,901,79.69,Random Forest,RF_2025_V1
395,2025-01-01,2025,Human Resources,Recruiter,2,41,36,3,242,True,3,1,2,20137000,14,6,False,1,0.41782704419639743,41.78,1,0.16908819344089202,Cao,3,1,29,99.37,Random Forest,RF_2025_V1
402,2025-01-01,2025,Sales,Sales Representative,3,40,21,2,188,False,4,4,3,51061000,6,6,False,0,0.07926063005603569,7.93,0,0.16908819344089202,Thấp,1,0,3652,17.6,Random Forest,RF_2025_V1
405,2025-01-01,2025,Information Technology,Software Engineer,5,50,19,2,229,True,4,4,3,67400000,11,2,False,0,0.1982127027932677,19.82,1,0.16908819344089202,Cao,3,1,1154,73.98,Random Forest,RF_2025_V1
406,2025-01-01,2025,Human Resources,C&B Specialist,2,26,8,1,145,True,4,2,3,19568000,5,5,False,0,0.24719073443044653,24.72,1,0.16908819344089202,Cao,3,1,686,84.54,Random Forest,RF_2025_V1
408,2025-01-01,2025,Operations,Operations Manager,1,34,4,2,182,False,4,3,3,11089000,1,1,False,0,0.08668920498460432,8.67,0,0.16908819344089202,Thấp,1,0,3368,24.01,Random Forest,RF_2025_V1
411,2025-01-01,2025,Human Resources,HR Manager,4,44,35,4,205,False,4,2,2,38708000,1,1,False,0,0.15730951563153925,15.73,0,0.16908819344089202,Trung bình,2,0,1664,62.47,Random Forest,RF_2025_V1
413,2025-01-01,2025,Human Resources,HR Manager,2,26,6,4,177,False,1,3,2,18596000,1,1,False,0,0.10010754398284986,10.01,0,0.16908819344089202,Thấp,1,0,2998,32.36,Random Forest,RF_2025_V1
414,2025-01-01,2025,Sales,Sales Executive,1,47,21,5,230,True,5,4,3,14499000,10,10,False,0,0.25347459160645086,25.35,1,0.16908819344089202,Cao,3,1,627,85.87,Random Forest,RF_2025_V1
418,2025-01-01,2025,Information Technology,Software Engineer,2,26,15,5,178,False,3,1,3,26902000,4,4,False,0,0.14765413500749328,14.77,0,0.16908819344089202,Trung bình,2,0,1835,58.61,Random Forest,RF_2025_V1
419,2025-01-01,2025,Finance,Internal Auditor,2,25,34,6,230,False,2,3,2,23369000,5,5,False,0,0.21238745228029068,21.24,1,0.16908819344089202,Cao,3,1,1007,77.3,Random Forest,RF_2025_V1
423,2025-01-01,2025,Finance,Internal Auditor,2,27,16,3,175,False,4,2,3,20675000,1,1,False,0,0.11406124972006244,11.41,0,0.16908819344089202,Trung bình,2,0,2623,40.83,Random Forest,RF_2025_V1
424,2025-01-01,2025,Marketing,Marketing Executive,1,43,29,5,186,False,2,4,3,7900000,1,1,False,0,0.07188351725704191,7.19,0,0.16908819344089202,Thấp,1,0,3933,11.26,Random Forest,RF_2025_V1
431,2025-01-01,2025,Finance,Financial Analyst,3,39,22,4,207,False,4,3,4,26732000,1,1,False,0,0.0818145316471408,8.18,0,0.16908819344089202,Thấp,1,0,3535,20.24,Random Forest,RF_2025_V1
433,2025-01-01,2025,Sales,Sales Supervisor,2,33,26,3,179,False,4,1,3,16171000,1,1,False,0,0.10916254674632027,10.92,0,0.16908819344089202,Trung bình,2,0,2774,37.42,Random Forest,RF_2025_V1
434,2025-01-01,2025,Human Resources,Recruiter,3,52,35,4,227,True,5,3,4,39296000,3,3,False,0,0.19549523931769286,19.55,1,0.16908819344089202,Cao,3,1,1177,73.46,Random Forest,RF_2025_V1
435,2025-01-01,2025,Finance,Internal Auditor,3,33,11,3,201,False,2,3,2,24919000,10,1,False,0,0.09513818528377588,9.51,0,0.16908819344089202,Thấp,1,0,3111,29.81,Random Forest,RF_2025_V1
436,2025-01-01,2025,Sales,Account Manager,1,25,18,6,228,True,4,3,2,14903000,4,4,False,0,0.3376087776258504,33.76,1,0.16908819344089202,Cao,3,1,193,95.67,Random Forest,RF_2025_V1
437,2025-01-01,2025,Finance,Accountant,4,30,20,1,219,True,4,1,4,71215000,8,0,True,0,0.2235472852766809,22.35,1,0.16908819344089202,Cao,3,1,880,80.16,Random Forest,RF_2025_V1
438,2025-01-01,2025,Marketing,Digital Marketing Specialist,1,52,8,4,189,False,3,2,4,17264000,9,9,False,0,0.13317198416502002,13.32,0,0.16908819344089202,Trung bình,2,0,2158,51.32,Random Forest,RF_2025_V1
444,2025-01-01,2025,Human Resources,C&B Specialist,2,40,19,4,214,True,4,1,4,18641000,3,3,False,0,0.21570080329178717,21.57,1,0.16908819344089202,Cao,3,1,966,78.22,Random Forest,RF_2025_V1
447,2025-01-01,2025,Marketing,Marketing Manager,2,39,37,3,171,False,4,4,1,22041000,9,9,False,0,0.11179833862778833,11.18,0,0.16908819344089202,Trung bình,2,0,2695,39.2,Random Forest,RF_2025_V1
448,2025-01-01,2025,Marketing,Digital Marketing Specialist,1,48,19,3,224,True,5,2,2,9168000,1,1,False,0,0.3468912982601399,34.69,1,0.16908819344089202,Cao,3,1,165,96.3,Random Forest,RF_2025_V1
450,2025-01-01,2025,Marketing,Content Specialist,4,50,12,6,215,False,4,4,3,35000000,13,0,True,0,0.09518670521196211,9.52,0,0.16908819344089202,Thấp,1,0,3110,29.84,Random Forest,RF_2025_V1
451,2025-01-01,2025,Marketing,Content Specialist,4,42,25,3,221,True,3,2,3,42231000,14,3,False,1,0.26507921367093007,26.51,1,0.16908819344089202,Cao,3,1,533,87.99,Random Forest,RF_2025_V1
454,2025-01-01,2025,Information Technology,QA Engineer,1,34,17,4,221,True,5,4,2,11265000,2,2,False,0,0.24983670521165374,24.98,1,0.16908819344089202,Cao,3,1,657,85.2,Random Forest,RF_2025_V1
459,2025-01-01,2025,Information Technology,IT Support,1,25,11,2,191,False,4,1,2,16521000,5,5,False,0,0.18856256593184761,18.86,1,0.16908819344089202,Cao,3,1,1242,71.99,Random Forest,RF_2025_V1
460,2025-01-01,2025,Marketing,Digital Marketing Specialist,2,38,9,3,212,True,4,3,3,20946000,9,9,False,0,0.16673925286008193,16.67,0,0.16908819344089202,Trung bình,2,0,1518,65.76,Random Forest,RF_2025_V1
464,2025-01-01,2025,Information Technology,Software Engineer,3,51,31,6,210,False,3,4,1,45986000,5,5,False,0,0.1297259262036555,12.97,0,0.16908819344089202,Trung bình,2,0,2250,49.24,Random Forest,RF_2025_V1
467,2025-01-01,2025,Finance,Financial Analyst,1,44,32,5,209,True,3,4,4,15755000,9,9,False,0,0.18721642834798172,18.72,1,0.16908819344089202,Cao,3,1,1254,71.72,Random Forest,RF_2025_V1
469,2025-01-01,2025,Sales,Sales Supervisor,1,55,23,3,236,True,3,4,2,15617000,12,12,False,0,0.3420078303211748,34.2,1,0.16908819344089202,Cao,3,1,179,95.98,Random Forest,RF_2025_V1
477,2025-01-01,2025,Sales,Sales Representative,1,55,29,4,171,False,4,4,1,8906000,3,3,False,0,0.0742875262444378,7.43,0,0.16908819344089202,Thấp,1,0,3849,13.16,Random Forest,RF_2025_V1
479,2025-01-01,2025,Information Technology,QA Engineer,1,46,4,4,187,False,3,4,2,11042000,6,6,False,0,0.12430765590039336,12.43,0,0.16908819344089202,Trung bình,2,0,2352,46.94,Random Forest,RF_2025_V1
480,2025-01-01,2025,Information Technology,QA Engineer,1,32,20,7,180,False,5,2,4,10248000,1,1,False,0,0.1655764562874708,16.56,0,0.16908819344089202,Trung bình,2,0,1536,65.36,Random Forest,RF_2025_V1
481,2025-01-01,2025,Human Resources,HR Executive,2,39,24,6,228,True,4,4,3,17343000,1,1,False,0,0.3006346412167135,30.06,1,0.16908819344089202,Cao,3,1,329,92.6,Random Forest,RF_2025_V1
482,2025-01-01,2025,Human Resources,Recruiter,1,46,4,6,226,True,3,4,2,11788000,6,6,False,1,0.3575980758219716,35.76,1,0.16908819344089202,Cao,3,1,137,96.93,Random Forest,RF_2025_V1
483,2025-01-01,2025,Information Technology,Software Engineer,2,39,13,7,252,True,5,3,1,15646000,13,3,False,0,0.3576572417079942,35.77,1,0.16908819344089202,Cao,3,1,136,96.95,Random Forest,RF_2025_V1
488,2025-01-01,2025,Operations,Operations Executive,3,27,7,8,191,False,3,2,3,28144000,6,5,False,0,0.1730632333974593,17.31,1,0.16908819344089202,Cao,3,1,1438,67.57,Random Forest,RF_2025_V1
489,2025-01-01,2025,Information Technology,Software Engineer,2,41,19,2,179,False,4,2,3,12675000,2,0,True,0,0.10874197050820525,10.87,0,0.16908819344089202,Trung bình,2,0,2785,37.17,Random Forest,RF_2025_V1
490,2025-01-01,2025,Finance,Internal Auditor,3,54,5,2,137,False,3,2,1,35722000,4,4,False,0,0.19509456289627072,19.51,1,0.16908819344089202,Cao,3,1,1180,73.39,Random Forest,RF_2025_V1
491,2025-01-01,2025,Human Resources,HR Manager,1,55,32,3,190,False,3,3,2,9444000,2,2,False,0,0.07439063423207004,7.44,0,0.16908819344089202,Thấp,1,0,3844,13.27,Random Forest,RF_2025_V1
492,2025-01-01,2025,Human Resources,Recruiter,1,48,28,5,231,True,3,4,1,12499000,4,4,False,1,0.3145607324597792,31.46,1,0.16908819344089202,Cao,3,1,276,93.79,Random Forest,RF_2025_V1
494,2025-01-01,2025,Operations,Operations Manager,3,25,9,4,209,True,3,4,3,25429000,3,1,False,0,0.14530977435014392,14.53,0,0.16908819344089202,Trung bình,2,0,1873,57.75,Random Forest,RF_2025_V1
495,2025-01-01,2025,Operations,Warehouse Supervisor,3,41,23,2,203,True,3,1,2,27371000,15,0,True,0,0.2860428495500963,28.6,1,0.16908819344089202,Cao,3,1,389,91.24,Random Forest,RF_2025_V1
497,2025-01-01,2025,Sales,Sales Representative,1,52,32,4,231,True,1,4,1,10856000,4,4,False,0,0.29819205091078727,29.82,1,0.16908819344089202,Cao,3,1,340,92.35,Random Forest,RF_2025_V1
499,2025-01-01,2025,Information Technology,Data Analyst,3,53,39,1,174,True,2,2,1,50012000,13,13,False,0,0.31002684763756555,31.0,1,0.16908819344089202,Cao,3,1,295,93.36,Random Forest,RF_2025_V1
501,2025-01-01,2025,Sales,Sales Representative,3,29,28,1,216,True,4,3,3,29508000,6,1,False,0,0.13728230508433217,13.73,0,0.16908819344089202,Trung bình,2,0,2053,53.69,Random Forest,RF_2025_V1
505,2025-01-01,2025,Finance,Accountant,1,46,7,2,214,True,4,4,1,11400000,4,4,False,0,0.22261773650943192,22.26,1,0.16908819344089202,Cao,3,1,896,79.8,Random Forest,RF_2025_V1
508,2025-01-01,2025,Operations,Procurement Specialist,4,38,27,3,181,False,2,1,3,35467000,3,0,True,0,0.11137137878260214,11.14,0,0.16908819344089202,Trung bình,2,0,2708,38.91,Random Forest,RF_2025_V1
515,2025-01-01,2025,Operations,Operations Executive,2,42,25,4,178,False,5,2,2,20815000,1,1,False,1,0.17101244696929702,17.1,1,0.16908819344089202,Cao,3,1,1465,66.96,Random Forest,RF_2025_V1
518,2025-01-01,2025,Information Technology,Data Analyst,2,43,29,3,176,False,4,1,4,20742000,2,2,False,0,0.09103886893813458,9.1,0,0.16908819344089202,Thấp,1,0,3231,27.1,Random Forest,RF_2025_V1
527,2025-01-01,2025,Human Resources,HR Manager,3,28,1,3,204,True,3,3,1,52817000,6,6,False,0,0.20976264884528517,20.98,1,0.16908819344089202,Cao,3,1,1036,76.64,Random Forest,RF_2025_V1
529,2025-01-01,2025,Human Resources,HR Manager,5,50,19,3,234,True,3,3,4,87371000,6,4,False,1,0.21733620679812404,21.73,1,0.16908819344089202,Cao,3,1,946,78.67,Random Forest,RF_2025_V1
530,2025-01-01,2025,Operations,Operations Executive,2,36,18,4,204,True,3,3,3,21599000,1,1,False,0,0.14204141389401265,14.2,0,0.16908819344089202,Trung bình,2,0,1936,56.33,Random Forest,RF_2025_V1
532,2025-01-01,2025,Human Resources,C&B Specialist,3,55,34,4,212,False,4,1,1,23154000,13,2,False,0,0.15665382407867123,15.67,0,0.16908819344089202,Trung bình,2,0,1673,62.27,Random Forest,RF_2025_V1
533,2025-01-01,2025,Marketing,Digital Marketing Specialist,1,50,40,3,201,False,4,1,2,13077000,2,2,False,0,0.12009626305487124,12.01,0,0.16908819344089202,Trung bình,2,0,2470,44.28,Random Forest,RF_2025_V1
