MaNV,NgayThang,Nam,PhongBan,ChucDanh,ThucTeNghiViec,XacSuatNghiViec,DuDoanNghiViec,NguongDuDoan,MucRuiRo,ThuTuRuiRo,DiemNguyCo,LaRuiRoCao,LaRuiRoTrungBinh,LaRuiRoThap,XepHangNguyCo,PhanViNguyCo
436,2025-01-01,2025,Sales,Account Manager,0,0.3376087776258504,1,0.16908819344089202,Cao,3,33.76,1,0,0,193,95.67
437,2025-01-01,2025,Finance,Accountant,0,0.2235472852766809,1,0.16908819344089202,Cao,3,22.35,1,0,0,880,80.16
438,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.13317198416502002,0,0.16908819344089202,Trung bình,2,13.32,0,1,0,2158,51.32
444,2025-01-01,2025,Human Resources,C&B Specialist,0,0.21570080329178717,1,0.16908819344089202,Cao,3,21.57,1,0,0,966,78.22
447,2025-01-01,2025,Marketing,Marketing Manager,0,0.11179833862778833,0,0.16908819344089202,Trung bình,2,11.18,0,1,0,2695,39.2
448,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.3468912982601399,1,0.16908819344089202,Cao,3,34.69,1,0,0,165,96.3
450,2025-01-01,2025,Marketing,Content Specialist,0,0.09518670521196211,0,0.16908819344089202,Thấp,1,9.52,0,0,1,3110,29.84
451,2025-01-01,2025,Marketing,Content Specialist,1,0.26507921367093007,1,0.16908819344089202,Cao,3,26.51,1,0,0,533,87.99
454,2025-01-01,2025,Information Technology,QA Engineer,0,0.24983670521165374,1,0.16908819344089202,Cao,3,24.98,1,0,0,657,85.2
459,2025-01-01,2025,Information Technology,IT Support,0,0.18856256593184761,1,0.16908819344089202,Cao,3,18.86,1,0,0,1242,71.99
460,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.16673925286008193,0,0.16908819344089202,Trung bình,2,16.67,0,1,0,1518,65.76
464,2025-01-01,2025,Information Technology,Software Engineer,0,0.1297259262036555,0,0.16908819344089202,Trung bình,2,12.97,0,1,0,2250,49.24
467,2025-01-01,2025,Finance,Financial Analyst,0,0.18721642834798172,1,0.16908819344089202,Cao,3,18.72,1,0,0,1254,71.72
469,2025-01-01,2025,Sales,Sales Supervisor,0,0.3420078303211748,1,0.16908819344089202,Cao,3,34.2,1,0,0,179,95.98
477,2025-01-01,2025,Sales,Sales Representative,0,0.0742875262444378,0,0.16908819344089202,Thấp,1,7.43,0,0,1,3849,13.16
479,2025-01-01,2025,Information Technology,QA Engineer,0,0.12430765590039336,0,0.16908819344089202,Trung bình,2,12.43,0,1,0,2352,46.94
480,2025-01-01,2025,Information Technology,QA Engineer,0,0.1655764562874708,0,0.16908819344089202,Trung bình,2,16.56,0,1,0,1536,65.36
481,2025-01-01,2025,Human Resources,HR Executive,0,0.3006346412167135,1,0.16908819344089202,Cao,3,30.06,1,0,0,329,92.6
482,2025-01-01,2025,Human Resources,Recruiter,1,0.3575980758219716,1,0.16908819344089202,Cao,3,35.76,1,0,0,137,96.93
483,2025-01-01,2025,Information Technology,Software Engineer,0,0.3576572417079942,1,0.16908819344089202,Cao,3,35.77,1,0,0,136,96.95
488,2025-01-01,2025,Operations,Operations Executive,0,0.1730632333974593,1,0.16908819344089202,Cao,3,17.31,1,0,0,1438,67.57
489,2025-01-01,2025,Information Technology,Software Engineer,0,0.10874197050820525,0,0.16908819344089202,Trung bình,2,10.87,0,1,0,2785,37.17
490,2025-01-01,2025,Finance,Internal Auditor,0,0.19509456289627072,1,0.16908819344089202,Cao,3,19.51,1,0,0,1180,73.39
491,2025-01-01,2025,Human Resources,HR Manager,0,0.07439063423207004,0,0.16908819344089202,Thấp,1,7.44,0,0,1,3844,13.27
492,2025-01-01,2025,Human Resources,Recruiter,1,0.3145607324597792,1,0.16908819344089202,Cao,3,31.46,1,0,0,276,93.79
494,2025-01-01,2025,Operations,Operations Manager,0,0.14530977435014392,0,0.16908819344089202,Trung bình,2,14.53,0,1,0,1873,57.75
495,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.2860428495500963,1,0.16908819344089202,Cao,3,28.6,1,0,0,389,91.24
497,2025-01-01,2025,Sales,Sales Representative,0,0.29819205091078727,1,0.16908819344089202,Cao,3,29.82,1,0,0,340,92.35
499,2025-01-01,2025,Information Technology,Data Analyst,0,0.31002684763756555,1,0.16908819344089202,Cao,3,31.0,1,0,0,295,93.36
501,2025-01-01,2025,Sales,Sales Representative,0,0.13728230508433217,0,0.16908819344089202,Trung bình,2,13.73,0,1,0,2053,53.69
505,2025-01-01,2025,Finance,Accountant,0,0.22261773650943192,1,0.16908819344089202,Cao,3,22.26,1,0,0,896,79.8
508,2025-01-01,2025,Operations,Procurement Specialist,0,0.11137137878260214,0,0.16908819344089202,Trung bình,2,11.14,0,1,0,2708,38.91
515,2025-01-01,2025,Operations,Operations Executive,1,0.17101244696929702,1,0.16908819344089202,Cao,3,17.1,1,0,0,1465,66.96
518,2025-01-01,2025,Information Technology,Data Analyst,0,0.09103886893813458,0,0.16908819344089202,Thấp,1,9.1,0,0,1,3231,27.1
527,2025-01-01,2025,Human Resources,HR Manager,0,0.20976264884528517,1,0.16908819344089202,Cao,3,20.98,1,0,0,1036,76.64
529,2025-01-01,2025,Human Resources,HR Manager,1,0.21733620679812404,1,0.16908819344089202,Cao,3,21.73,1,0,0,946,78.67
530,2025-01-01,2025,Operations,Operations Executive,0,0.14204141389401265,0,0.16908819344089202,Trung bình,2,14.2,0,1,0,1936,56.33
532,2025-01-01,2025,Human Resources,C&B Specialist,0,0.15665382407867123,0,0.16908819344089202,Trung bình,2,15.67,0,1,0,1673,62.27
533,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.12009626305487124,0,0.16908819344089202,Trung bình,2,12.01,0,1,0,2470,44.28
542,2025-01-01,2025,Human Resources,Recruiter,0,0.08077093474688186,0,0.16908819344089202,Thấp,1,8.08,0,0,1,3582,19.18
543,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.21001303576074748,1,0.16908819344089202,Cao,3,21.0,1,0,0,1031,76.75
547,2025-01-01,2025,Operations,Procurement Specialist,0,0.0744117536807965,0,0.16908819344089202,Thấp,1,7.44,0,0,1,3843,13.29
549,2025-01-01,2025,Human Resources,HR Manager,0,0.23979177699956353,1,0.16908819344089202,Cao,3,23.98,1,0,0,736,83.41
550,2025-01-01,2025,Human Resources,HR Manager,0,0.07805913132347818,0,0.16908819344089202,Thấp,1,7.81,0,0,1,3706,16.38
552,2025-01-01,2025,Sales,Sales Supervisor,0,0.264376040193553,1,0.16908819344089202,Cao,3,26.44,1,0,0,542,87.79
553,2025-01-01,2025,Marketing,Content Specialist,1,0.3442413669417878,1,0.16908819344089202,Cao,3,34.42,1,0,0,174,96.1
555,2025-01-01,2025,Marketing,Marketing Executive,0,0.2083937261479142,1,0.16908819344089202,Cao,3,20.84,1,0,0,1049,76.35
561,2025-01-01,2025,Operations,Procurement Specialist,0,0.09559841677621116,0,0.16908819344089202,Thấp,1,9.56,0,0,1,3095,30.17
562,2025-01-01,2025,Marketing,Marketing Executive,1,0.2697934184902077,1,0.16908819344089202,Cao,3,26.98,1,0,0,499,88.76
563,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.12940886000906912,0,0.16908819344089202,Trung bình,2,12.94,0,1,0,2261,49.0
564,2025-01-01,2025,Operations,Operations Executive,0,0.10858902973484627,0,0.16908819344089202,Trung bình,2,10.86,0,1,0,2789,37.08
565,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.21563477161577838,1,0.16908819344089202,Cao,3,21.56,1,0,0,968,78.18
567,2025-01-01,2025,Human Resources,C&B Specialist,0,0.12421392112064507,0,0.16908819344089202,Trung bình,2,12.42,0,1,0,2355,46.87
568,2025-01-01,2025,Operations,Procurement Specialist,0,0.0664961260429092,0,0.16908819344089202,Thấp,1,6.65,0,0,1,4104,7.4
575,2025-01-01,2025,Human Resources,Recruiter,0,0.32034464822452285,1,0.16908819344089202,Cao,3,32.03,1,0,0,250,94.38
583,2025-01-01,2025,Human Resources,Recruiter,0,0.24082255907853073,1,0.16908819344089202,Cao,3,24.08,1,0,0,729,83.57
584,2025-01-01,2025,Finance,Accountant,0,0.09192376730395224,0,0.16908819344089202,Thấp,1,9.19,0,0,1,3200,27.8
585,2025-01-01,2025,Finance,Internal Auditor,0,0.09671308398038926,0,0.16908819344089202,Thấp,1,9.67,0,0,1,3072,30.69
586,2025-01-01,2025,Human Resources,HR Manager,1,0.22603525022084586,1,0.16908819344089202,Cao,3,22.6,1,0,0,858,80.66
589,2025-01-01,2025,Human Resources,Recruiter,0,0.26336216522314476,1,0.16908819344089202,Cao,3,26.34,1,0,0,554,87.52
590,2025-01-01,2025,Information Technology,Data Analyst,0,0.09081314934544871,0,0.16908819344089202,Thấp,1,9.08,0,0,1,3238,26.95
591,2025-01-01,2025,Finance,Finance Manager,0,0.06900364217493626,0,0.16908819344089202,Thấp,1,6.9,0,0,1,4028,9.12
593,2025-01-01,2025,Marketing,Content Specialist,0,0.2983633858082482,1,0.16908819344089202,Cao,3,29.84,1,0,0,338,92.39
595,2025-01-01,2025,Human Resources,HR Manager,0,0.20128572797513639,1,0.16908819344089202,Cao,3,20.13,1,0,0,1125,74.63
598,2025-01-01,2025,Information Technology,Data Analyst,0,0.08264684625348773,0,0.16908819344089202,Thấp,1,8.26,0,0,1,3501,21.01
599,2025-01-01,2025,Operations,Operations Manager,0,0.07540490770628296,0,0.16908819344089202,Thấp,1,7.54,0,0,1,3804,14.17
600,2025-01-01,2025,Finance,Internal Auditor,0,0.2830037194709184,1,0.16908819344089202,Cao,3,28.3,1,0,0,410,90.77
602,2025-01-01,2025,Human Resources,HR Manager,0,0.19016383197919548,1,0.16908819344089202,Cao,3,19.02,1,0,0,1225,72.38
607,2025-01-01,2025,Sales,Sales Executive,0,0.2013389905783872,1,0.16908819344089202,Cao,3,20.13,1,0,0,1124,74.66
608,2025-01-01,2025,Human Resources,HR Executive,0,0.0826107915045056,0,0.16908819344089202,Thấp,1,8.26,0,0,1,3504,20.94
610,2025-01-01,2025,Sales,Account Manager,0,0.10667306442957468,0,0.16908819344089202,Trung bình,2,10.67,0,1,0,2849,35.73
611,2025-01-01,2025,Information Technology,QA Engineer,0,0.07430500681162372,0,0.16908819344089202,Thấp,1,7.43,0,0,1,3847,13.2
612,2025-01-01,2025,Operations,Operations Executive,0,0.0956730695791576,0,0.16908819344089202,Thấp,1,9.57,0,0,1,3092,30.24
613,2025-01-01,2025,Sales,Account Manager,0,0.09396289593932669,0,0.16908819344089202,Thấp,1,9.4,0,0,1,3138,29.2
614,2025-01-01,2025,Operations,Operations Executive,0,0.1735628431184352,1,0.16908819344089202,Cao,3,17.36,1,0,0,1435,67.64
615,2025-01-01,2025,Information Technology,IT Support,1,0.32821544962630933,1,0.16908819344089202,Cao,3,32.82,1,0,0,224,94.97
616,2025-01-01,2025,Marketing,Content Specialist,0,0.3565356701393652,1,0.16908819344089202,Cao,3,35.65,1,0,0,141,96.84
618,2025-01-01,2025,Human Resources,HR Manager,0,0.0775090769127618,0,0.16908819344089202,Thấp,1,7.75,0,0,1,3731,15.82
619,2025-01-01,2025,Marketing,Content Specialist,0,0.18632085354093306,1,0.16908819344089202,Cao,3,18.63,1,0,0,1266,71.45
622,2025-01-01,2025,Information Technology,IT Support,0,0.13703081563253156,0,0.16908819344089202,Trung bình,2,13.7,0,1,0,2061,53.51
624,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.06310857201941494,0,0.16908819344089202,Thấp,1,6.31,0,0,1,4212,4.97
626,2025-01-01,2025,Finance,Accountant,0,0.14591413878864065,0,0.16908819344089202,Trung bình,2,14.59,0,1,0,1865,57.93
631,2025-01-01,2025,Finance,Finance Manager,0,0.13166653142271745,0,0.16908819344089202,Trung bình,2,13.17,0,1,0,2204,50.28
632,2025-01-01,2025,Information Technology,Data Analyst,0,0.065689273645913,0,0.16908819344089202,Thấp,1,6.57,0,0,1,4127,6.88
633,2025-01-01,2025,Finance,Accountant,0,0.23403961067847442,1,0.16908819344089202,Cao,3,23.4,1,0,0,793,82.13
636,2025-01-01,2025,Sales,Account Manager,0,0.14794923687782766,0,0.16908819344089202,Trung bình,2,14.79,0,1,0,1826,58.81
637,2025-01-01,2025,Information Technology,IT Support,0,0.10384500398211657,0,0.16908819344089202,Trung bình,2,10.38,0,1,0,2903,34.51
638,2025-01-01,2025,Finance,Accountant,0,0.06516233192619221,0,0.16908819344089202,Thấp,1,6.52,0,0,1,4143,6.52
639,2025-01-01,2025,Human Resources,Recruiter,0,0.26803573959215377,1,0.16908819344089202,Cao,3,26.8,1,0,0,513,88.45
641,2025-01-01,2025,Operations,Operations Manager,0,0.0906385954046212,0,0.16908819344089202,Thấp,1,9.06,0,0,1,3245,26.79
642,2025-01-01,2025,Information Technology,Software Engineer,0,0.1339747437543142,0,0.16908819344089202,Trung bình,2,13.4,0,1,0,2133,51.88
644,2025-01-01,2025,Finance,Accountant,0,0.11579338741481,0,0.16908819344089202,Trung bình,2,11.58,0,1,0,2572,41.98
646,2025-01-01,2025,Finance,Financial Analyst,0,0.20775865231168403,1,0.16908819344089202,Cao,3,20.78,1,0,0,1059,76.12
647,2025-01-01,2025,Marketing,Marketing Manager,0,0.07899394930212282,0,0.16908819344089202,Thấp,1,7.9,0,0,1,3668,17.24
648,2025-01-01,2025,Operations,Warehouse Supervisor,1,0.28631378698831755,1,0.16908819344089202,Cao,3,28.63,1,0,0,387,91.29
649,2025-01-01,2025,Sales,Sales Representative,1,0.15177001696109196,0,0.16908819344089202,Trung bình,2,15.18,0,1,0,1757,60.37
650,2025-01-01,2025,Finance,Financial Analyst,0,0.28149694573873546,1,0.16908819344089202,Cao,3,28.15,1,0,0,417,90.61
651,2025-01-01,2025,Operations,Procurement Specialist,1,0.07123179945437519,0,0.16908819344089202,Thấp,1,7.12,0,0,1,3954,10.79
652,2025-01-01,2025,Sales,Sales Supervisor,0,0.3414455490224186,1,0.16908819344089202,Cao,3,34.14,1,0,0,183,95.89
653,2025-01-01,2025,Sales,Sales Representative,0,0.08075158003576156,0,0.16908819344089202,Thấp,1,8.08,0,0,1,3583,19.16
659,2025-01-01,2025,Sales,Sales Executive,0,0.36433077970308714,1,0.16908819344089202,Cao,3,36.43,1,0,0,122,97.27
661,2025-01-01,2025,Human Resources,HR Manager,0,0.10377201635662374,0,0.16908819344089202,Trung bình,2,10.38,0,1,0,2904,34.48
663,2025-01-01,2025,Human Resources,C&B Specialist,0,0.07762122620219995,0,0.16908819344089202,Thấp,1,7.76,0,0,1,3728,15.89
664,2025-01-01,2025,Information Technology,Data Analyst,1,0.25995313515740326,1,0.16908819344089202,Cao,3,26.0,1,0,0,578,86.98
666,2025-01-01,2025,Information Technology,Data Analyst,0,0.08440954643655649,0,0.16908819344089202,Thấp,1,8.44,0,0,1,3440,22.39
670,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.11424009139450259,0,0.16908819344089202,Trung bình,2,11.42,0,1,0,2619,40.92
671,2025-01-01,2025,Human Resources,HR Manager,0,0.09537363294933014,0,0.16908819344089202,Thấp,1,9.54,0,0,1,3103,29.99
673,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.12234944274379361,0,0.16908819344089202,Trung bình,2,12.23,0,1,0,2402,45.81
675,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.10386258698196539,0,0.16908819344089202,Trung bình,2,10.39,0,1,0,2902,34.53
676,2025-01-01,2025,Finance,Finance Manager,0,0.17124515610192062,1,0.16908819344089202,Cao,3,17.12,1,0,0,1458,67.12
680,2025-01-01,2025,Human Resources,C&B Specialist,0,0.1895918005769129,1,0.16908819344089202,Cao,3,18.96,1,0,0,1234,72.17
683,2025-01-01,2025,Human Resources,HR Executive,0,0.1090574634627622,0,0.16908819344089202,Trung bình,2,10.91,0,1,0,2776,37.37
684,2025-01-01,2025,Sales,Sales Supervisor,0,0.12229652849704756,0,0.16908819344089202,Trung bình,2,12.23,0,1,0,2403,45.79
685,2025-01-01,2025,Operations,Procurement Specialist,0,0.0813036569951207,0,0.16908819344089202,Thấp,1,8.13,0,0,1,3557,19.75
691,2025-01-01,2025,Marketing,Marketing Executive,0,0.11124630312189855,0,0.16908819344089202,Trung bình,2,11.12,0,1,0,2715,38.75
692,2025-01-01,2025,Human Resources,C&B Specialist,0,0.21413428564540127,1,0.16908819344089202,Cao,3,21.41,1,0,0,983,77.84
693,2025-01-01,2025,Sales,Sales Supervisor,0,0.17771573156755402,1,0.16908819344089202,Cao,3,17.77,1,0,0,1363,69.26
694,2025-01-01,2025,Marketing,Marketing Manager,0,0.18386753379326456,1,0.16908819344089202,Cao,3,18.39,1,0,0,1292,70.86
696,2025-01-01,2025,Finance,Finance Manager,0,0.14004094133295467,0,0.16908819344089202,Trung bình,2,14.0,0,1,0,1974,55.47
701,2025-01-01,2025,Finance,Financial Analyst,0,0.12191066402024452,0,0.16908819344089202,Trung bình,2,12.19,0,1,0,2414,45.54
703,2025-01-01,2025,Finance,Financial Analyst,0,0.060354154946881025,0,0.16908819344089202,Thấp,1,6.04,0,0,1,4289,3.23
705,2025-01-01,2025,Human Resources,C&B Specialist,0,0.07941682707678145,0,0.16908819344089202,Thấp,1,7.94,0,0,1,3648,17.69
709,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.2764839841871441,1,0.16908819344089202,Cao,3,27.65,1,0,0,454,89.78
710,2025-01-01,2025,Information Technology,Data Analyst,0,0.07697225260547078,0,0.16908819344089202,Thấp,1,7.7,0,0,1,3747,15.46
715,2025-01-01,2025,Information Technology,IT Support,0,0.11289755387750901,0,0.16908819344089202,Trung bình,2,11.29,0,1,0,2662,39.95
720,2025-01-01,2025,Sales,Sales Representative,1,0.17705775931972217,1,0.16908819344089202,Cao,3,17.71,1,0,0,1377,68.95
721,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.22505456908796237,1,0.16908819344089202,Cao,3,22.51,1,0,0,864,80.52
731,2025-01-01,2025,Sales,Sales Representative,0,0.19996561244061078,1,0.16908819344089202,Cao,3,20.0,1,0,0,1141,74.27
734,2025-01-01,2025,Finance,Internal Auditor,0,0.12410195587012218,0,0.16908819344089202,Trung bình,2,12.41,0,1,0,2357,46.83
735,2025-01-01,2025,Information Technology,Data Analyst,0,0.059325383703874114,0,0.16908819344089202,Thấp,1,5.93,0,0,1,4317,2.6
736,2025-01-01,2025,Operations,Operations Manager,0,0.4445041123121078,1,0.16908819344089202,Cao,3,44.45,1,0,0,14,99.71
738,2025-01-01,2025,Operations,Operations Manager,0,0.0735608586884212,0,0.16908819344089202,Thấp,1,7.36,0,0,1,3886,12.32
744,2025-01-01,2025,Information Technology,Software Engineer,0,0.3182940141635736,1,0.16908819344089202,Cao,3,31.83,1,0,0,259,94.18
745,2025-01-01,2025,Operations,Procurement Specialist,0,0.10034267558652375,0,0.16908819344089202,Trung bình,2,10.03,0,1,0,2987,32.61
748,2025-01-01,2025,Information Technology,Data Analyst,0,0.09391393518625703,0,0.16908819344089202,Thấp,1,9.39,0,0,1,3139,29.18
750,2025-01-01,2025,Finance,Financial Analyst,0,0.14298332399716326,0,0.16908819344089202,Trung bình,2,14.3,0,1,0,1912,56.87
752,2025-01-01,2025,Sales,Sales Executive,0,0.05815958027103522,0,0.16908819344089202,Thấp,1,5.82,0,0,1,4333,2.23
753,2025-01-01,2025,Marketing,Marketing Executive,0,0.3048328114450834,1,0.16908819344089202,Cao,3,30.48,1,0,0,316,92.89
758,2025-01-01,2025,Operations,Procurement Specialist,0,0.09291762617272115,0,0.16908819344089202,Thấp,1,9.29,0,0,1,3162,28.66
759,2025-01-01,2025,Sales,Sales Executive,0,0.11579692922386478,0,0.16908819344089202,Trung bình,2,11.58,0,1,0,2571,42.0
764,2025-01-01,2025,Human Resources,HR Executive,0,0.06487065761708304,0,0.16908819344089202,Thấp,1,6.49,0,0,1,4156,6.23
766,2025-01-01,2025,Finance,Internal Auditor,0,0.11915934841561532,0,0.16908819344089202,Trung bình,2,11.92,0,1,0,2493,43.76
768,2025-01-01,2025,Sales,Sales Supervisor,0,0.08313739345287595,0,0.16908819344089202,Thấp,1,8.31,0,0,1,3481,21.46
770,2025-01-01,2025,Information Technology,System Administrator,0,0.08537427312730343,0,0.16908819344089202,Thấp,1,8.54,0,0,1,3408,23.11
771,2025-01-01,2025,Finance,Internal Auditor,0,0.1481832838139589,0,0.16908819344089202,Trung bình,2,14.82,0,1,0,1821,58.93
773,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.25991161647202454,1,0.16908819344089202,Cao,3,25.99,1,0,0,579,86.96
775,2025-01-01,2025,Finance,Accountant,0,0.09399747961704664,0,0.16908819344089202,Thấp,1,9.4,0,0,1,3134,29.29
776,2025-01-01,2025,Marketing,Marketing Executive,0,0.06969082059963988,0,0.16908819344089202,Thấp,1,6.97,0,0,1,4005,9.64
777,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.08154443609047567,0,0.16908819344089202,Thấp,1,8.15,0,0,1,3544,20.04
779,2025-01-01,2025,Finance,Finance Manager,1,0.292084407227789,1,0.16908819344089202,Cao,3,29.21,1,0,0,363,91.83
784,2025-01-01,2025,Sales,Sales Executive,0,0.12972963260542864,0,0.16908819344089202,Trung bình,2,12.97,0,1,0,2249,49.27
786,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.13066241613236018,0,0.16908819344089202,Trung bình,2,13.07,0,1,0,2227,49.76
787,2025-01-01,2025,Finance,Financial Analyst,0,0.07968622965140128,0,0.16908819344089202,Thấp,1,7.97,0,0,1,3637,17.94
789,2025-01-01,2025,Sales,Sales Representative,0,0.12062849687576645,0,0.16908819344089202,Trung bình,2,12.06,0,1,0,2454,44.64
790,2025-01-01,2025,Marketing,Content Specialist,0,0.12054010722714037,0,0.16908819344089202,Trung bình,2,12.05,0,1,0,2455,44.62
791,2025-01-01,2025,Sales,Sales Supervisor,0,0.11338417301748367,0,0.16908819344089202,Trung bình,2,11.34,0,1,0,2644,40.35
792,2025-01-01,2025,Information Technology,Data Analyst,0,0.13254528520988562,0,0.16908819344089202,Trung bình,2,13.25,0,1,0,2178,50.87
796,2025-01-01,2025,Information Technology,Software Engineer,0,0.20244517294671643,1,0.16908819344089202,Cao,3,20.24,1,0,0,1111,74.95
798,2025-01-01,2025,Finance,Finance Manager,0,0.06791612725936019,0,0.16908819344089202,Thấp,1,6.79,0,0,1,4063,8.33
799,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.1667530546896307,0,0.16908819344089202,Trung bình,2,16.68,0,1,0,1517,65.79
800,2025-01-01,2025,Marketing,Marketing Manager,0,0.13175252431075501,0,0.16908819344089202,Trung bình,2,13.18,0,1,0,2200,50.37
802,2025-01-01,2025,Marketing,Marketing Executive,0,0.24724001180583272,1,0.16908819344089202,Cao,3,24.72,1,0,0,685,84.56
803,2025-01-01,2025,Finance,Financial Analyst,0,0.2140817150242172,1,0.16908819344089202,Cao,3,21.41,1,0,0,985,77.79
804,2025-01-01,2025,Information Technology,QA Engineer,0,0.07510914673510587,0,0.16908819344089202,Thấp,1,7.51,0,0,1,3817,13.88
