MaNV,NgayThang,Nam,PhongBan,ChucDanh,ThucTeNghiViec,XacSuatNghiViec,DuDoanNghiViec
832,2025-01-01,2025,Human Resources,C&B Specialist,0,0.13194323701555857,0
835,2025-01-01,2025,Human Resources,Recruiter,0,0.1220011959409853,0
836,2025-01-01,2025,Human Resources,Recruiter,0,0.06406331592352252,0
837,2025-01-01,2025,Finance,Finance Manager,0,0.32907846989942713,1
842,2025-01-01,2025,Human Resources,C&B Specialist,1,0.19806004507649394,1
845,2025-01-01,2025,Sales,Account Manager,0,0.1868368495256292,1
846,2025-01-01,2025,Sales,Account Manager,0,0.03956909767659416,0
849,2025-01-01,2025,Sales,Sales Supervisor,0,0.08085099307086932,0
852,2025-01-01,2025,Finance,Finance Manager,0,0.1300337461601325,0
854,2025-01-01,2025,Human Resources,HR Executive,0,0.1874610906121931,1
856,2025-01-01,2025,Finance,Internal Auditor,0,0.07961516681600413,0
857,2025-01-01,2025,Operations,Operations Manager,0,0.16878600259952242,1
858,2025-01-01,2025,Finance,Accountant,1,0.23151899985832097,1
860,2025-01-01,2025,Sales,Sales Supervisor,0,0.20995830284862835,1
862,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.0865731337313674,0
863,2025-01-01,2025,Marketing,Marketing Executive,0,0.10713919656618157,0
866,2025-01-01,2025,Marketing,Content Specialist,0,0.08772208416526744,0
869,2025-01-01,2025,Sales,Sales Supervisor,0,0.3040810139673394,1
870,2025-01-01,2025,Finance,Accountant,0,0.06087340909828328,0
874,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.17270168281744935,1
881,2025-01-01,2025,Human Resources,C&B Specialist,0,0.08606248644211534,0
882,2025-01-01,2025,Human Resources,Recruiter,0,0.15223868027438392,0
883,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.06460213451279062,0
888,2025-01-01,2025,Operations,Operations Manager,0,0.08924316147702276,0
889,2025-01-01,2025,Finance,Internal Auditor,0,0.22326392420299665,1
890,2025-01-01,2025,Operations,Operations Executive,0,0.08101159020421599,0
891,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.09129092004337296,0
892,2025-01-01,2025,Marketing,Marketing Executive,0,0.12672574626402638,0
895,2025-01-01,2025,Finance,Finance Manager,0,0.0797844434227091,0
896,2025-01-01,2025,Human Resources,Recruiter,0,0.1296749310780626,0
898,2025-01-01,2025,Sales,Sales Executive,0,0.14029436436390763,0
899,2025-01-01,2025,Information Technology,System Administrator,0,0.13699905055368866,0
900,2025-01-01,2025,Information Technology,IT Support,0,0.2055017985384072,1
904,2025-01-01,2025,Human Resources,HR Manager,0,0.21550933618496654,1
905,2025-01-01,2025,Finance,Accountant,0,0.11865271479235029,0
913,2025-01-01,2025,Sales,Account Manager,0,0.18545444748894122,1
914,2025-01-01,2025,Marketing,Content Specialist,0,0.08130000416876404,0
919,2025-01-01,2025,Human Resources,C&B Specialist,0,0.2514951520399136,1
924,2025-01-01,2025,Human Resources,HR Manager,0,0.24847557604916592,1
928,2025-01-01,2025,Finance,Financial Analyst,0,0.23799428834267303,1
933,2025-01-01,2025,Finance,Finance Manager,0,0.2797702669281674,1
934,2025-01-01,2025,Finance,Accountant,0,0.053296600216290665,0
936,2025-01-01,2025,Human Resources,HR Manager,1,0.21107502649226673,1
941,2025-01-01,2025,Operations,Procurement Specialist,0,0.14075894762086966,0
942,2025-01-01,2025,Finance,Internal Auditor,1,0.1975161621274008,1
947,2025-01-01,2025,Operations,Operations Executive,0,0.23930438738606605,1
949,2025-01-01,2025,Finance,Financial Analyst,0,0.14505854531398107,0
951,2025-01-01,2025,Information Technology,IT Support,1,0.0537591741300793,0
953,2025-01-01,2025,Human Resources,C&B Specialist,1,0.07805571997008016,0
954,2025-01-01,2025,Information Technology,Data Analyst,0,0.20365597442121727,1
957,2025-01-01,2025,Human Resources,Recruiter,0,0.10017688364772458,0
958,2025-01-01,2025,Finance,Financial Analyst,0,0.0842189204910371,0
964,2025-01-01,2025,Finance,Finance Manager,0,0.078532778771322,0
967,2025-01-01,2025,Information Technology,QA Engineer,0,0.15160672188960314,0
968,2025-01-01,2025,Marketing,Marketing Executive,0,0.07781965849627423,0
970,2025-01-01,2025,Information Technology,System Administrator,0,0.17539759561989066,1
974,2025-01-01,2025,Sales,Sales Supervisor,1,0.0679753447200845,0
976,2025-01-01,2025,Sales,Sales Executive,0,0.131908906086073,0
977,2025-01-01,2025,Human Resources,HR Manager,0,0.19237342566215893,1
978,2025-01-01,2025,Information Technology,Software Engineer,0,0.11609722194399508,0
985,2025-01-01,2025,Finance,Finance Manager,0,0.08682535791213615,0
987,2025-01-01,2025,Information Technology,QA Engineer,1,0.17173324791238706,1
990,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.11383106788175028,0
993,2025-01-01,2025,Marketing,Content Specialist,0,0.16510323422848341,1
995,2025-01-01,2025,Operations,Operations Manager,0,0.05653461482794052,0
998,2025-01-01,2025,Operations,Procurement Specialist,0,0.06353192621069652,0
1001,2025-01-01,2025,Marketing,Content Specialist,0,0.13255998680912157,0
1002,2025-01-01,2025,Operations,Operations Executive,0,0.16792151361435212,1
1003,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.20974766646331494,1
1007,2025-01-01,2025,Operations,Operations Manager,0,0.13210790791472876,0
1010,2025-01-01,2025,Operations,Procurement Specialist,0,0.16181801943400628,1
1012,2025-01-01,2025,Marketing,Content Specialist,0,0.15690793774900355,0
1016,2025-01-01,2025,Finance,Finance Manager,0,0.1188358494064865,0
1017,2025-01-01,2025,Human Resources,C&B Specialist,0,0.1687370759618834,1
1020,2025-01-01,2025,Information Technology,Data Analyst,0,0.33042152027040683,1
1021,2025-01-01,2025,Finance,Financial Analyst,0,0.08213158806960512,0
1022,2025-01-01,2025,Marketing,Marketing Executive,0,0.20817154373726504,1
1025,2025-01-01,2025,Finance,Internal Auditor,0,0.10911389011145078,0
1029,2025-01-01,2025,Human Resources,HR Executive,0,0.11416161367799006,0
1032,2025-01-01,2025,Finance,Financial Analyst,0,0.10515657897515467,0
1036,2025-01-01,2025,Information Technology,QA Engineer,0,0.1070761357853038,0
1040,2025-01-01,2025,Operations,Procurement Specialist,0,0.13207696903020677,0
1041,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.1455051518001302,0
1042,2025-01-01,2025,Information Technology,System Administrator,0,0.10001238699002646,0
1043,2025-01-01,2025,Finance,Accountant,1,0.32577289945074145,1
1044,2025-01-01,2025,Sales,Account Manager,0,0.09273080354403708,0
1045,2025-01-01,2025,Information Technology,QA Engineer,0,0.15720317455353813,0
1051,2025-01-01,2025,Operations,Operations Manager,0,0.09871099979621485,0
1053,2025-01-01,2025,Information Technology,IT Support,0,0.051323415606376335,0
1055,2025-01-01,2025,Finance,Finance Manager,0,0.12783973744100582,0
1059,2025-01-01,2025,Finance,Finance Manager,0,0.10402754297951801,0
1064,2025-01-01,2025,Sales,Sales Representative,0,0.09509860815821346,0
1074,2025-01-01,2025,Sales,Sales Supervisor,0,0.1279479705596972,0
1075,2025-01-01,2025,Human Resources,C&B Specialist,1,0.046690085915078124,0
1076,2025-01-01,2025,Finance,Accountant,0,0.3562717383430675,1
1078,2025-01-01,2025,Information Technology,Data Analyst,0,0.1762031998984307,1
1082,2025-01-01,2025,Information Technology,Data Analyst,0,0.19557601186741586,1
1083,2025-01-01,2025,Finance,Accountant,1,0.17460529816872308,1
1085,2025-01-01,2025,Human Resources,Recruiter,0,0.12599678790184726,0
1086,2025-01-01,2025,Human Resources,HR Executive,0,0.054884322801777005,0
1088,2025-01-01,2025,Information Technology,Data Analyst,0,0.1273204544964739,0
1091,2025-01-01,2025,Human Resources,HR Executive,0,0.06504730982946863,0
1093,2025-01-01,2025,Sales,Account Manager,0,0.07537969666629288,0
1096,2025-01-01,2025,Human Resources,C&B Specialist,0,0.08771946313232636,0
1100,2025-01-01,2025,Finance,Finance Manager,0,0.02847151278053249,0
1109,2025-01-01,2025,Information Technology,Software Engineer,0,0.2636257127669283,1
1118,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.09319499539889178,0
1119,2025-01-01,2025,Information Technology,QA Engineer,0,0.23372214624497117,1
1121,2025-01-01,2025,Marketing,Marketing Executive,0,0.21478721915920326,1
1125,2025-01-01,2025,Human Resources,HR Executive,0,0.15674873267802578,0
1129,2025-01-01,2025,Finance,Accountant,0,0.06428352676813717,0
1132,2025-01-01,2025,Operations,Operations Executive,0,0.06451277680975648,0
1139,2025-01-01,2025,Finance,Financial Analyst,0,0.12846377053086988,0
1140,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.13540372526681918,0
1141,2025-01-01,2025,Operations,Operations Executive,0,0.19093172008012949,1
1142,2025-01-01,2025,Operations,Procurement Specialist,0,0.1790470202639822,1
1144,2025-01-01,2025,Marketing,Marketing Executive,0,0.15925758571054152,1
1146,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.1280699979347418,0
1147,2025-01-01,2025,Human Resources,HR Executive,0,0.18247835042943567,1
1154,2025-01-01,2025,Information Technology,Data Analyst,0,0.10708576051773873,0
1155,2025-01-01,2025,Marketing,Content Specialist,1,0.2456283154457417,1
1157,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.06586788836085819,0
1160,2025-01-01,2025,Sales,Sales Supervisor,0,0.24538389167510602,1
1162,2025-01-01,2025,Sales,Sales Supervisor,0,0.1386816234568368,0
1163,2025-01-01,2025,Sales,Sales Supervisor,0,0.21225899226478268,1
1164,2025-01-01,2025,Operations,Procurement Specialist,0,0.13510312313944953,0
1165,2025-01-01,2025,Finance,Financial Analyst,0,0.13626093919946672,0
1172,2025-01-01,2025,Marketing,Marketing Executive,0,0.15463115616076778,0
1174,2025-01-01,2025,Human Resources,C&B Specialist,1,0.09196391934354999,0
1176,2025-01-01,2025,Human Resources,C&B Specialist,0,0.10143226954784092,0
1178,2025-01-01,2025,Human Resources,HR Executive,1,0.23820999710901422,1
1180,2025-01-01,2025,Sales,Sales Supervisor,1,0.21936113517820524,1
1182,2025-01-01,2025,Sales,Sales Supervisor,0,0.04766346783532455,0
1184,2025-01-01,2025,Human Resources,Recruiter,0,0.1261987316251735,0
1190,2025-01-01,2025,Human Resources,Recruiter,0,0.11137855779777295,0
1193,2025-01-01,2025,Human Resources,C&B Specialist,0,0.07945223211446162,0
1195,2025-01-01,2025,Human Resources,C&B Specialist,0,0.14427491173295612,0
1201,2025-01-01,2025,Marketing,Marketing Manager,0,0.2668184301897507,1
1202,2025-01-01,2025,Sales,Sales Executive,0,0.13934139551341276,0
1203,2025-01-01,2025,Operations,Operations Executive,1,0.24922154045307468,1
1204,2025-01-01,2025,Finance,Accountant,0,0.05100950509274736,0
1205,2025-01-01,2025,Finance,Internal Auditor,0,0.08332906642405191,0
1207,2025-01-01,2025,Operations,Operations Manager,1,0.1781794332311759,1
1208,2025-01-01,2025,Marketing,Marketing Manager,1,0.31278929198306216,1
1209,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.17264026866046706,1
1213,2025-01-01,2025,Information Technology,System Administrator,0,0.10949742395592078,0
1215,2025-01-01,2025,Information Technology,IT Support,0,0.21297400810509698,1
1216,2025-01-01,2025,Human Resources,Recruiter,0,0.1489232044337661,0
1222,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.07585265049066982,0
1227,2025-01-01,2025,Information Technology,System Administrator,0,0.09457684915764158,0
1229,2025-01-01,2025,Sales,Sales Representative,0,0.16406888062625768,1
1235,2025-01-01,2025,Human Resources,Recruiter,0,0.09615573776697052,0
1238,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.16306496505379037,1
1239,2025-01-01,2025,Sales,Account Manager,1,0.11762239142012662,0
1242,2025-01-01,2025,Finance,Accountant,0,0.08725099451089714,0
1243,2025-01-01,2025,Human Resources,HR Executive,0,0.13853881095669324,0
1245,2025-01-01,2025,Information Technology,Software Engineer,0,0.14753883993256436,0
1248,2025-01-01,2025,Marketing,Marketing Executive,0,0.08994427795994876,0
1250,2025-01-01,2025,Operations,Operations Executive,1,0.13853477535708705,0
1251,2025-01-01,2025,Information Technology,System Administrator,0,0.07852433320724428,0
1253,2025-01-01,2025,Finance,Accountant,0,0.12287654007613134,0
1255,2025-01-01,2025,Finance,Finance Manager,0,0.1337373822227138,0
1256,2025-01-01,2025,Marketing,Marketing Executive,0,0.10373886382904171,0
1261,2025-01-01,2025,Marketing,Marketing Manager,0,0.10395918285963286,0
1264,2025-01-01,2025,Finance,Financial Analyst,0,0.1083054126694627,0
1267,2025-01-01,2025,Operations,Procurement Specialist,0,0.13445384229541849,0
1268,2025-01-01,2025,Operations,Operations Executive,0,0.11644687760683195,0
1269,2025-01-01,2025,Human Resources,HR Executive,0,0.11208769484010381,0
1271,2025-01-01,2025,Finance,Internal Auditor,0,0.1329080362342592,0
1272,2025-01-01,2025,Sales,Account Manager,0,0.07754757047758423,0
1276,2025-01-01,2025,Marketing,Content Specialist,0,0.256613341921804,1
1281,2025-01-01,2025,Human Resources,HR Executive,0,0.10269331290007416,0
1283,2025-01-01,2025,Human Resources,Recruiter,1,0.1409999593725507,0
1284,2025-01-01,2025,Marketing,Content Specialist,0,0.14435821995599532,0
1291,2025-01-01,2025,Operations,Operations Executive,1,0.14389232417450448,0
1294,2025-01-01,2025,Information Technology,Software Engineer,0,0.07673125822966126,0
1295,2025-01-01,2025,Operations,Operations Executive,0,0.15787175821742258,1
1299,2025-01-01,2025,Information Technology,QA Engineer,1,0.33352904263610966,1
1300,2025-01-01,2025,Human Resources,Recruiter,0,0.06387400324237841,0
1301,2025-01-01,2025,Human Resources,HR Manager,0,0.10563951544773431,0
1305,2025-01-01,2025,Marketing,Content Specialist,0,0.2588527923999402,1
1306,2025-01-01,2025,Finance,Financial Analyst,1,0.09646137878248591,0
1307,2025-01-01,2025,Sales,Sales Supervisor,0,0.031552856309344374,0
1308,2025-01-01,2025,Human Resources,HR Executive,0,0.12996459714659037,0
1310,2025-01-01,2025,Marketing,Content Specialist,0,0.12785955144971123,0
1314,2025-01-01,2025,Sales,Sales Executive,0,0.10504185302044679,0
1316,2025-01-01,2025,Finance,Finance Manager,0,0.27828188308713725,1
1317,2025-01-01,2025,Human Resources,HR Executive,1,0.02755601827820415,0
1319,2025-01-01,2025,Human Resources,C&B Specialist,0,0.13008898023448767,0
1320,2025-01-01,2025,Finance,Accountant,0,0.13439709885768816,0
1325,2025-01-01,2025,Information Technology,IT Support,0,0.08545302663508561,0
1327,2025-01-01,2025,Information Technology,Software Engineer,0,0.06886095472349983,0
1329,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.08445391881344695,0
1332,2025-01-01,2025,Information Technology,IT Support,0,0.056726532919523925,0
1337,2025-01-01,2025,Information Technology,IT Support,0,0.04585479116318683,0
1341,2025-01-01,2025,Information Technology,Data Analyst,0,0.1044458290700632,0
1343,2025-01-01,2025,Sales,Sales Representative,1,0.255612734060706,1
1347,2025-01-01,2025,Operations,Procurement Specialist,0,0.11342184022596058,0
1348,2025-01-01,2025,Finance,Finance Manager,1,0.09632827676771273,0
1349,2025-01-01,2025,Information Technology,Software Engineer,0,0.21888204538451486,1
1352,2025-01-01,2025,Marketing,Marketing Manager,0,0.10216599889662159,0
1356,2025-01-01,2025,Information Technology,System Administrator,0,0.24462529356789686,1
1360,2025-01-01,2025,Marketing,Marketing Executive,0,0.11583495642579078,0
1361,2025-01-01,2025,Finance,Finance Manager,0,0.1893363814615992,1
1362,2025-01-01,2025,Finance,Financial Analyst,0,0.18466137579157804,1
1365,2025-01-01,2025,Finance,Financial Analyst,0,0.27128111128851484,1
1366,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.07876793712656176,0
1372,2025-01-01,2025,Marketing,Content Specialist,0,0.10299729727643112,0
1375,2025-01-01,2025,Finance,Finance Manager,0,0.0883701577047315,0
1376,2025-01-01,2025,Sales,Sales Representative,0,0.0702864493631433,0
1380,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.08597014458602639,0
1383,2025-01-01,2025,Sales,Sales Supervisor,0,0.13918286610059732,0
1386,2025-01-01,2025,Marketing,Digital Marketing Specialist,1,0.21882178425243026,1
1388,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.1187093187765271,0
1392,2025-01-01,2025,Finance,Financial Analyst,0,0.186889783037101,1
1393,2025-01-01,2025,Sales,Sales Supervisor,0,0.05450464149944475,0
1394,2025-01-01,2025,Marketing,Content Specialist,0,0.0996938701828708,0
1395,2025-01-01,2025,Human Resources,HR Manager,0,0.09974882157454559,0
1397,2025-01-01,2025,Finance,Accountant,0,0.08620805926164973,0
1398,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.09747225047087439,0
1399,2025-01-01,2025,Finance,Finance Manager,0,0.03811015398165565,0
1402,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.08907945191819708,0
1404,2025-01-01,2025,Finance,Finance Manager,0,0.11051517592866347,0
1406,2025-01-01,2025,Sales,Sales Supervisor,0,0.21601813937651446,1
1407,2025-01-01,2025,Operations,Operations Manager,0,0.09304688875586986,0
1410,2025-01-01,2025,Information Technology,IT Support,0,0.16942572086919988,1
1412,2025-01-01,2025,Sales,Account Manager,0,0.12629313767177697,0
1413,2025-01-01,2025,Human Resources,HR Manager,0,0.23721823099097072,1
1415,2025-01-01,2025,Sales,Sales Executive,0,0.1972717555693746,1
1418,2025-01-01,2025,Marketing,Marketing Executive,0,0.24470038218206083,1
1421,2025-01-01,2025,Marketing,Content Specialist,1,0.12423950249950282,0
1425,2025-01-01,2025,Human Resources,HR Executive,0,0.14419018635891082,0
1428,2025-01-01,2025,Sales,Sales Supervisor,1,0.06267961894705092,0
1429,2025-01-01,2025,Information Technology,IT Support,0,0.10067482502723948,0
1430,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.10031897486563031,0
1431,2025-01-01,2025,Finance,Internal Auditor,0,0.22186871385494322,1
1432,2025-01-01,2025,Sales,Sales Supervisor,0,0.1375639085849703,0
1433,2025-01-01,2025,Finance,Internal Auditor,0,0.3086100376474086,1
1434,2025-01-01,2025,Marketing,Content Specialist,1,0.23449580684685686,1
1437,2025-01-01,2025,Marketing,Content Specialist,0,0.1320559156974697,0
1438,2025-01-01,2025,Information Technology,QA Engineer,0,0.23471067558537087,1
